Area,Highest qualification,Age group,Sex,Value,Flags
Northland Region,Level 2 certificate,50-54 years,Female,648,
Northland Region,Level 3 certificate,50-54 years,Male,201,
Northland Region,Level 3 certificate,50-54 years,Female,276,
Northland Region,Level 4 certificate,50-54 years,Male,933,
Northland Region,Level 4 certificate,50-54 years,Female,429,
Northland Region,Level 5 or level 6 diploma,50-54 years,Male,390,
Northland Region,Level 5 or level 6 diploma,50-54 years,Female,693,
Northland Region,Bachelor degree and level 7 qualification,50-54 years,Male,342,
Northland Region,Bachelor degree and level 7 qualification,50-54 years,Female,609,
Northland Region,Post-graduate and honours degrees,50-54 years,Male,66,
Northland Region,Post-graduate and honours degrees,50-54 years,Female,177,
Northland Region,Masters degree,50-54 years,Male,69,
Northland Region,Masters degree,50-54 years,Female,102,
Northland Region,Doctorate degree,50-54 years,Male,15,
Northland Region,Doctorate degree,50-54 years,Female,15,
Northland Region,Overseas secondary school qualification,50-54 years,Male,201,
Northland Region,Overseas secondary school qualification,50-54 years,Female,264,
Northland Region,Not elsewhere included,50-54 years,Male,786,
Northland Region,Not elsewhere included,50-54 years,Female,765,
Auckland Region,No qualification,50-54 years,Male,7032,
Auckland Region,No qualification,50-54 years,Female,7116,
Auckland Region,Level 1 certificate,50-54 years,Male,3735,
Auckland Region,Level 1 certificate,50-54 years,Female,5490,
Auckland Region,Level 2 certificate,50-54 years,Male,3465,
Auckland Region,Level 2 certificate,50-54 years,Female,4890,
Auckland Region,Level 3 certificate,50-54 years,Male,1998,
Auckland Region,Level 3 certificate,50-54 years,Female,2166,
Auckland Region,Level 4 certificate,50-54 years,Male,6132,
Auckland Region,Level 4 certificate,50-54 years,Female,2613,
Auckland Region,Level 5 or level 6 diploma,50-54 years,Male,4047,
Auckland Region,Level 5 or level 6 diploma,50-54 years,Female,5154,
Auckland Region,Bachelor degree and level 7 qualification,50-54 years,Male,6396,
Auckland Region,Bachelor degree and level 7 qualification,50-54 years,Female,7476,
Auckland Region,Post-graduate and honours degrees,50-54 years,Male,1206,
Auckland Region,Post-graduate and honours degrees,50-54 years,Female,1737,
Auckland Region,Masters degree,50-54 years,Male,2076,
Auckland Region,Masters degree,50-54 years,Female,1878,
Auckland Region,Doctorate degree,50-54 years,Male,528,
Auckland Region,Doctorate degree,50-54 years,Female,363,
Auckland Region,Overseas secondary school qualification,50-54 years,Male,4503,
Auckland Region,Overseas secondary school qualification,50-54 years,Female,5826,
Auckland Region,Not elsewhere included,50-54 years,Male,4623,
Auckland Region,Not elsewhere included,50-54 years,Female,4665,
Waikato Region,No qualification,50-54 years,Male,3195,
Waikato Region,No qualification,50-54 years,Female,2763,
Waikato Region,Level 1 certificate,50-54 years,Male,1644,
Waikato Region,Level 1 certificate,50-54 years,Female,2391,
Waikato Region,Level 2 certificate,50-54 years,Male,1128,
Waikato Region,Level 2 certificate,50-54 years,Female,1716,
Waikato Region,Level 3 certificate,50-54 years,Male,480,
Waikato Region,Level 3 certificate,50-54 years,Female,624,
Waikato Region,Level 4 certificate,50-54 years,Male,2427,
Waikato Region,Level 4 certificate,50-54 years,Female,936,
Waikato Region,Level 5 or level 6 diploma,50-54 years,Male,1149,
Waikato Region,Level 5 or level 6 diploma,50-54 years,Female,1617,
Waikato Region,Bachelor degree and level 7 qualification,50-54 years,Male,1014,
Waikato Region,Bachelor degree and level 7 qualification,50-54 years,Female,1653,
Waikato Region,Post-graduate and honours degrees,50-54 years,Male,246,
Waikato Region,Post-graduate and honours degrees,50-54 years,Female,429,
Waikato Region,Masters degree,50-54 years,Male,297,
Waikato Region,Masters degree,50-54 years,Female,354,
Waikato Region,Doctorate degree,50-54 years,Male,147,
Waikato Region,Doctorate degree,50-54 years,Female,75,
Waikato Region,Overseas secondary school qualification,50-54 years,Male,426,
Waikato Region,Overseas secondary school qualification,50-54 years,Female,654,
Waikato Region,Not elsewhere included,50-54 years,Male,1329,
Waikato Region,Not elsewhere included,50-54 years,Female,1272,
Bay of Plenty Region,No qualification,50-54 years,Male,1848,
Bay of Plenty Region,No qualification,50-54 years,Female,1650,
Bay of Plenty Region,Level 1 certificate,50-54 years,Male,1047,
Bay of Plenty Region,Level 1 certificate,50-54 years,Female,1560,
Bay of Plenty Region,Level 2 certificate,50-54 years,Male,783,
Bay of Plenty Region,Level 2 certificate,50-54 years,Female,1206,
Bay of Plenty Region,Level 3 certificate,50-54 years,Male,402,
Bay of Plenty Region,Level 3 certificate,50-54 years,Female,510,
Bay of Plenty Region,Level 4 certificate,50-54 years,Male,1686,
Bay of Plenty Region,Level 4 certificate,50-54 years,Female,729,
Bay of Plenty Region,Level 5 or level 6 diploma,50-54 years,Male,807,
Bay of Plenty Region,Level 5 or level 6 diploma,50-54 years,Female,1230,
Bay of Plenty Region,Bachelor degree and level 7 qualification,50-54 years,Male,735,
Bay of Plenty Region,Bachelor degree and level 7 qualification,50-54 years,Female,1197,
Bay of Plenty Region,Post-graduate and honours degrees,50-54 years,Male,150,
Bay of Plenty Region,Post-graduate and honours degrees,50-54 years,Female,303,
Bay of Plenty Region,Masters degree,50-54 years,Male,159,
Bay of Plenty Region,Masters degree,50-54 years,Female,204,
Bay of Plenty Region,Doctorate degree,50-54 years,Male,51,
Bay of Plenty Region,Doctorate degree,50-54 years,Female,33,
Bay of Plenty Region,Overseas secondary school qualification,50-54 years,Male,312,
Bay of Plenty Region,Overseas secondary school qualification,50-54 years,Female,450,
Bay of Plenty Region,Not elsewhere included,50-54 years,Male,1068,
Bay of Plenty Region,Not elsewhere included,50-54 years,Female,996,
Gisborne Region,No qualification,50-54 years,Male,375,
Gisborne Region,No qualification,50-54 years,Female,348,
Gisborne Region,Level 1 certificate,50-54 years,Male,180,
Gisborne Region,Level 1 certificate,50-54 years,Female,225,
Gisborne Region,Level 2 certificate,50-54 years,Male,138,
Gisborne Region,Level 2 certificate,50-54 years,Female,183,
Gisborne Region,Level 3 certificate,50-54 years,Male,63,
Gisborne Region,Level 3 certificate,50-54 years,Female,78,
Gisborne Region,Level 4 certificate,50-54 years,Male,225,
Gisborne Region,Level 4 certificate,50-54 years,Female,126,
Gisborne Region,Level 5 or level 6 diploma,50-54 years,Male,108,
Gisborne Region,Level 5 or level 6 diploma,50-54 years,Female,189,
Gisborne Region,Bachelor degree and level 7 qualification,50-54 years,Male,102,
Gisborne Region,Bachelor degree and level 7 qualification,50-54 years,Female,165,
Gisborne Region,Post-graduate and honours degrees,50-54 years,Male,24,
Gisborne Region,Post-graduate and honours degrees,50-54 years,Female,33,
Gisborne Region,Masters degree,50-54 years,Male,9,
Gisborne Region,Masters degree,50-54 years,Female,24,
Gisborne Region,Doctorate degree,50-54 years,Male,6,
Gisborne Region,Doctorate degree,50-54 years,Female,3,
Gisborne Region,Overseas secondary school qualification,50-54 years,Male,24,
Gisborne Region,Overseas secondary school qualification,50-54 years,Female,33,
Gisborne Region,Not elsewhere included,50-54 years,Male,183,
Gisborne Region,Not elsewhere included,50-54 years,Female,204,
Hawke's Bay Region,No qualification,50-54 years,Male,1245,
Hawke's Bay Region,No qualification,50-54 years,Female,1107,
Hawke's Bay Region,Level 1 certificate,50-54 years,Male,627,
Hawke's Bay Region,Level 1 certificate,50-54 years,Female,957,
Hawke's Bay Region,Level 2 certificate,50-54 years,Male,504,
Hawke's Bay Region,Level 2 certificate,50-54 years,Female,711,
Hawke's Bay Region,Level 3 certificate,50-54 years,Male,198,
Hawke's Bay Region,Level 3 certificate,50-54 years,Female,255,
Hawke's Bay Region,Level 4 certificate,50-54 years,Male,888,
Hawke's Bay Region,Level 4 certificate,50-54 years,Female,438,
Hawke's Bay Region,Level 5 or level 6 diploma,50-54 years,Male,483,
Hawke's Bay Region,Level 5 or level 6 diploma,50-54 years,Female,699,
Hawke's Bay Region,Bachelor degree and level 7 qualification,50-54 years,Male,462,
Hawke's Bay Region,Bachelor degree and level 7 qualification,50-54 years,Female,669,
Hawke's Bay Region,Post-graduate and honours degrees,50-54 years,Male,66,
Hawke's Bay Region,Post-graduate and honours degrees,50-54 years,Female,141,
Hawke's Bay Region,Masters degree,50-54 years,Male,93,
Hawke's Bay Region,Masters degree,50-54 years,Female,111,
Hawke's Bay Region,Doctorate degree,50-54 years,Male,33,
Hawke's Bay Region,Doctorate degree,50-54 years,Female,18,
Hawke's Bay Region,Overseas secondary school qualification,50-54 years,Male,153,
Hawke's Bay Region,Overseas secondary school qualification,50-54 years,Female,207,
Hawke's Bay Region,Not elsewhere included,50-54 years,Male,546,
Hawke's Bay Region,Not elsewhere included,50-54 years,Female,525,
Taranaki Region,No qualification,50-54 years,Male,1020,
Taranaki Region,No qualification,50-54 years,Female,861,
Taranaki Region,Level 1 certificate,50-54 years,Male,498,
Taranaki Region,Level 1 certificate,50-54 years,Female,762,
Taranaki Region,Level 2 certificate,50-54 years,Male,273,
Taranaki Region,Level 2 certificate,50-54 years,Female,471,
Taranaki Region,Level 3 certificate,50-54 years,Male,111,
Taranaki Region,Level 3 certificate,50-54 years,Female,186,
Taranaki Region,Level 4 certificate,50-54 years,Male,735,
Taranaki Region,Level 4 certificate,50-54 years,Female,324,
Taranaki Region,Level 5 or level 6 diploma,50-54 years,Male,360,
Taranaki Region,Level 5 or level 6 diploma,50-54 years,Female,450,
Taranaki Region,Bachelor degree and level 7 qualification,50-54 years,Male,243,
Taranaki Region,Bachelor degree and level 7 qualification,50-54 years,Female,393,
Taranaki Region,Post-graduate and honours degrees,50-54 years,Male,45,
Taranaki Region,Post-graduate and honours degrees,50-54 years,Female,96,
Taranaki Region,Masters degree,50-54 years,Male,57,
Taranaki Region,Masters degree,50-54 years,Female,72,
Taranaki Region,Doctorate degree,50-54 years,Male,12,
Taranaki Region,Doctorate degree,50-54 years,Female,6,
Taranaki Region,Overseas secondary school qualification,50-54 years,Male,93,
Taranaki Region,Overseas secondary school qualification,50-54 years,Female,144,
Taranaki Region,Not elsewhere included,50-54 years,Male,426,
Taranaki Region,Not elsewhere included,50-54 years,Female,372,
Manawatu-Wanganui Region,No qualification,50-54 years,Male,1899,
Manawatu-Wanganui Region,No qualification,50-54 years,Female,1794,
Manawatu-Wanganui Region,Level 1 certificate,50-54 years,Male,948,
Manawatu-Wanganui Region,Level 1 certificate,50-54 years,Female,1380,
Manawatu-Wanganui Region,Level 2 certificate,50-54 years,Male,663,
Manawatu-Wanganui Region,Level 2 certificate,50-54 years,Female,903,
Manawatu-Wanganui Region,Level 3 certificate,50-54 years,Male,318,
Manawatu-Wanganui Region,Level 3 certificate,50-54 years,Female,378,
Manawatu-Wanganui Region,Level 4 certificate,50-54 years,Male,1296,
Manawatu-Wanganui Region,Level 4 certificate,50-54 years,Female,654,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,50-54 years,Male,660,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,50-54 years,Female,816,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,50-54 years,Male,555,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,50-54 years,Female,861,
Manawatu-Wanganui Region,Post-graduate and honours degrees,50-54 years,Male,153,
Manawatu-Wanganui Region,Post-graduate and honours degrees,50-54 years,Female,252,
Manawatu-Wanganui Region,Masters degree,50-54 years,Male,147,
Manawatu-Wanganui Region,Masters degree,50-54 years,Female,210,
Manawatu-Wanganui Region,Doctorate degree,50-54 years,Male,141,
Manawatu-Wanganui Region,Doctorate degree,50-54 years,Female,75,
Manawatu-Wanganui Region,Overseas secondary school qualification,50-54 years,Male,168,
Manawatu-Wanganui Region,Overseas secondary school qualification,50-54 years,Female,225,
Manawatu-Wanganui Region,Not elsewhere included,50-54 years,Male,798,
Manawatu-Wanganui Region,Not elsewhere included,50-54 years,Female,714,
Wellington Region,No qualification,50-54 years,Male,2316,
Wellington Region,No qualification,50-54 years,Female,2400,
Wellington Region,Level 1 certificate,50-54 years,Male,1314,
Wellington Region,Level 1 certificate,50-54 years,Female,2157,
Wellington Region,Level 2 certificate,50-54 years,Male,1440,
Wellington Region,Level 2 certificate,50-54 years,Female,1977,
Wellington Region,Level 3 certificate,50-54 years,Male,807,
Wellington Region,Level 3 certificate,50-54 years,Female,807,
Wellington Region,Level 4 certificate,50-54 years,Male,2199,
Wellington Region,Level 4 certificate,50-54 years,Female,1089,
Wellington Region,Level 5 or level 6 diploma,50-54 years,Male,1548,
Wellington Region,Level 5 or level 6 diploma,50-54 years,Female,1848,
Wellington Region,Bachelor degree and level 7 qualification,50-54 years,Male,2385,
Wellington Region,Bachelor degree and level 7 qualification,50-54 years,Female,2820,
Wellington Region,Post-graduate and honours degrees,50-54 years,Male,663,
Wellington Region,Post-graduate and honours degrees,50-54 years,Female,924,
Wellington Region,Masters degree,50-54 years,Male,969,
Wellington Region,Masters degree,50-54 years,Female,900,
Wellington Region,Doctorate degree,50-54 years,Male,255,
Wellington Region,Doctorate degree,50-54 years,Female,162,
Wellington Region,Overseas secondary school qualification,50-54 years,Male,753,
Wellington Region,Overseas secondary school qualification,50-54 years,Female,843,
Wellington Region,Not elsewhere included,50-54 years,Male,1251,
Wellington Region,Not elsewhere included,50-54 years,Female,1293,
Tasman Region,No qualification,50-54 years,Male,324,
Tasman Region,No qualification,50-54 years,Female,297,
Tasman Region,Level 1 certificate,50-54 years,Male,258,
Tasman Region,Level 1 certificate,50-54 years,Female,327,
Tasman Region,Level 2 certificate,50-54 years,Male,177,
Tasman Region,Level 2 certificate,50-54 years,Female,264,
Tasman Region,Level 3 certificate,50-54 years,Male,81,
Tasman Region,Level 3 certificate,50-54 years,Female,105,
Tasman Region,Level 4 certificate,50-54 years,Male,345,
Tasman Region,Level 4 certificate,50-54 years,Female,168,
Tasman Region,Level 5 or level 6 diploma,50-54 years,Male,195,
Tasman Region,Level 5 or level 6 diploma,50-54 years,Female,252,
Tasman Region,Bachelor degree and level 7 qualification,50-54 years,Male,150,
Tasman Region,Bachelor degree and level 7 qualification,50-54 years,Female,225,
